nome_bairro,desc_atividade,nome_grupo,n
PONTO DE PARADA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
PONTO DE PARADA,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,OUTRAS ATIVIDADES VAREJISTAS,2
PONTO DE PARADA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,2
PONTO DE PARADA,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,2
PONTO DE PARADA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,2
PONTO DE PARADA,"Servicos de acabamento grafico, exceto encadernacao e plastificacao","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
PORTO DA MADEIRA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,2
PORTO DA MADEIRA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,2
PORTO DA MADEIRA,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,INDUSTRIA GERAL,2
PORTO DA MADEIRA,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
PORTO DA MADEIRA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,OUTRAS ATIVIDADES VAREJISTAS,2
PORTO DA MADEIRA,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,2
PRADO,ADMINISTRAÇÃO PÚBLICA EM GERAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
PRADO,AGÊNCIAS DE PUBLICIDADE,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",2
PRADO,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,SAUDE,2
PRADO,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
PRADO,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",2
PRADO,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,2
PRADO,ATIVIDADES DE VIGILÂNCIA E SEGURANÇA PRIVADA,GUARDA E LOCACAO DE BENS MOVEIS,2
PRADO,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,COMERCIO ATACADISTA,2
PRADO,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,COMERCIO ATACADISTA,2
PRADO,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",COMERCIO ATACADISTA,2
PRADO,COMÉRCIO ATACADISTA DE RESÍDUOS DE PAPEL E PAPELÃO,COMERCIO ATACADISTA,2
PRADO,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,OUTRAS ATIVIDADES VAREJISTAS,2
PRADO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,SERVICOS DE INFORMATICA,2
PRADO,Desenvolvimento de programas de computador sob encomenda,SERVICOS DE INFORMATICA,2
PRADO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,2
PRADO,ENSINO FUNDAMENTAL,EDUCACAO,2
PRADO,FABRICAÇÃO DE ARTEFATOS DE COURO NÃO ESPECIFICADOS ANTERIORMENTE,INDUSTRIA GERAL,2
PRADO,FABRICAÇÃO DE EMBALAGENS DE PAPEL,INDUSTRIA GERAL,2
PRADO,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,2
PRADO,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
PRADO,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",2
PRADO,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,CONSERVAÇÃO E LIMPEZA,2
PRADO,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,GUARDA E LOCACAO DE BENS MOVEIS,2
PRADO,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",CONSERVAÇÃO E LIMPEZA,2
PRADO,"OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",TECNICO-CIENTIFICO,2
PRADO,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
PRADO,SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
PRADO,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
PRADO,"Servicos de acabamento grafico, exceto encadernacao e plastificacao","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
PRADO,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
PRADO,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,2
PRADO,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
PRADO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
RECIFE,ALUGUEL DE IMÓVEIS PRÓPRIOS,OUTROS SERVICOS,2
RECIFE,BANCOS COMERCIAIS,INSTITUICOES FINANCEIRAS E SECURITARIAS,2
RECIFE,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",2
RECIFE,COMÉRCIO ATACADISTA DE CIMENTO,COMERCIO ATACADISTA,2
RECIFE,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,COMERCIO ATACADISTA,2
RECIFE,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,2
RECIFE,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,2
RECIFE,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUCAO CIVIL,2
RECIFE,DEPOSITO DE MERCADORIAS PROPRIAS,GUARDA E LOCACAO DE BENS MOVEIS,2
RECIFE,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,2
RECIFE,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,SERVICOS DE INFORMATICA,2
RECIFE,OUTRAS OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,"INSTALACAO, COLOCACAO E MONTAGEM",2
RECIFE,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
RECIFE,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
ROSARINHO,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS,OUTRAS ATIVIDADES VAREJISTAS,2
ROSARINHO,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,2
ROSARINHO,"EDIÇÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
ROSARINHO,EDUCAÇÃO INFANTIL - CRECHE,EDUCACAO,2
ROSARINHO,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,2
ROSARINHO,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
ROSARINHO,LAVANDERIAS,CONSERVAÇÃO E LIMPEZA,2
ROSARINHO,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,2
ROSARINHO,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,2
ROSARINHO,SERVIÇOS ADVOCATÍCIOS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
ROSARINHO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
ROSARINHO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,2
SAN MARTIN,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,2
SAN MARTIN,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",2
SAN MARTIN,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SAN MARTIN,"COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES",COMERCIO ATACADISTA,2
SAN MARTIN,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",OUTRAS ATIVIDADES VAREJISTAS,2
SAN MARTIN,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SAN MARTIN,FABRICAÇÃO DE OUTROS EQUIPAMENTOS E APARELHOS ELÉTRICOS NÃO ESP ANTERIORMENTE,INDUSTRIA GERAL,2
SAN MARTIN,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",2
SAN MARTIN,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",CONSTRUCAO CIVIL,2
SAN MARTIN,"MANUTENÇÃO E REPAR DE MÁQ DE ESCREVER, CALCULAR E DE OUT EQUIP N/ELETRÔN P/ ESCRIT",CONSERVAÇÃO E LIMPEZA,2
SAN MARTIN,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",CONSERVAÇÃO E LIMPEZA,2
SAN MARTIN,MARKETING DIRETO,TECNICO-CIENTIFICO,2
SAN MARTIN,OUTRAS ATIVIDADES DE SERVIÇOS PREST PRINCIPALMENTE ÀS EMPRESAS N/ ESP ANTERIORM,OUTROS SERVICOS,2
SAN MARTIN,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,2
SAN MARTIN,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAN MARTIN,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,CONSERVAÇÃO E LIMPEZA,2
SAN MARTIN,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,2
SAN MARTIN,REPRESENT COM E AGENTES DO COM DE PEÇAS E ACESS NOVOS E USAD P/ VEÍC AUTOMOTOR,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAN MARTIN,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAN MARTIN,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SAN MARTIN,SERVIÇO DE TÁXI,TRANSPORTE E COMUNICACAO,2
SAN MARTIN,"Servicos de acabamento grafico, exceto encadernacao e plastificacao","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SAN MARTIN,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,2
SANCHO,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANCHO,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,2
SANCHO,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,2
SANCHO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
SANTANA,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTANA,Atividades de estetica e outros servicos de cuidados com a beleza,BELEZA E HIGIENE PESSOAL,2
SANTANA,ATIVIDADES DE FISIOTERAPIA,SAUDE,2
SANTANA,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁF, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTANA,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SANTANA,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,OUTRAS ATIVIDADES VAREJISTAS,2
SANTANA,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,2
SANTANA,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
SANTANA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,2
SANTANA,FABRICAÇÃO DE ARTEFATOS DE JOALHERIA E OURIVESARIA,INDUSTRIA GERAL,2
SANTANA,SERVIÇOS DE ARQUITETURA,TECNICO-CIENTIFICO,2
SANTANA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,2
SANTO AMARO,"AGENCIAMENTO DE ESPAÇOS PARA PUBLICIDADE, EXCETO EM VEÍCULOS DE COMUNICAÇÃO","ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",2
SANTO AMARO,"ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS",GUARDA E LOCACAO DE BENS MOVEIS,2
SANTO AMARO,"ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIF ANTERIORMENTE",DIVERSOES PUBLICAS,2
SANTO AMARO,"ATIV AUXIL DOS SEGUROS, DA PREVID COMPLEMEN E DOS PLANOS DE SAÚDE N/ ESPEC ANTER",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SANTO AMARO,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE PROCEDIMENTOS CIRÚRGICOS,SAUDE,2
SANTO AMARO,ATIVIDADES DE ACUPUNTURA,SAUDE,2
SANTO AMARO,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,2
SANTO AMARO,Atividades de fiscalização profissional,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO AMARO,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁF, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTO AMARO,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,SAUDE,2
SANTO AMARO,ATIVIDADES DE RÁDIO,TRANSPORTE E COMUNICACAO,2
SANTO AMARO,ATIVIDADES FUNERÁRIAS E SERVIÇOS RELACIONADOS NÃO ESPECIFICADOS ANTERIORMENTE,SERVICOS FUNERARIOS,2
SANTO AMARO,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SANTO AMARO,COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,COMERCIO ATACADISTA,2
SANTO AMARO,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",COMERCIO ATACADISTA,2
SANTO AMARO,"COMÉRCIO ATACADISTA DE INSTR E MATER P/ USO MÉDICO, CIRÚRG, HOSP E DE LABORATÓRIOS",COMERCIO ATACADISTA,2
SANTO AMARO,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO,COMERCIO ATACADISTA,2
SANTO AMARO,COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL,COMERCIO ATACADISTA,2
SANTO AMARO,"COMÉRCIO ATACADISTA DE PRODUTOS SIDERÚRGICOS E METALÚRGICOS, EXC P/ CONSTRUÇÃO",COMERCIO ATACADISTA,2
SANTO AMARO,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIÁRIOS N/ ESP ANT,COMERCIO ATACADISTA,2
SANTO AMARO,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO AMARO,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO AMARO,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO AMARO,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO AMARO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,SERVICOS DE INFORMATICA,2
SANTO AMARO,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SANTO AMARO,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIF E OUT TRAB EM CERÂM, LOUÇA, VIDRO E CRISTAL",CONSERVAÇÃO E LIMPEZA,2
SANTO AMARO,DESIGN DE INTERIORES,TECNICO-CIENTIFICO,2
SANTO AMARO,Edição de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTO AMARO,EDIÇÃO DE LIVROS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTO AMARO,ENSINO FUNDAMENTAL,EDUCACAO,2
SANTO AMARO,"FAB DE PROD DE PAPEL, CART, PAP-CART E PAP OND P/ USO COM E DE ESC, EXC FOR CONTÍN",INDUSTRIA GERAL,2
SANTO AMARO,FABRICAÇÃO DE ESTRUTURAS METÁLICAS,INDUSTRIA GERAL,2
SANTO AMARO,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,INDUSTRIA GERAL,2
SANTO AMARO,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,2
SANTO AMARO,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SANTO AMARO,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL","INSTALACAO, COLOCACAO E MONTAGEM",2
SANTO AMARO,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",2
SANTO AMARO,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,SAUDE,2
SANTO AMARO,MANUTEN E REP DE APAR ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIP DE IRRADIAÇÃO,CONSERVAÇÃO E LIMPEZA,2
SANTO AMARO,OBRAS DE ALVENARIA,CONSTRUCAO CIVIL,2
SANTO AMARO,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,CONSTRUCAO CIVIL,2
SANTO AMARO,OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
SANTO AMARO,PENSÕES (ALOJAMENTO),"TURISMO, HOSPEDAGEM E ASSEMELHADOS",2
SANTO AMARO,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS FÍSICAS E NATURAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO AMARO,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS SOCIAIS E HUMANAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO AMARO,PRODUÇÃO DE TUBOS DE AÇO COM COSTURA,INDUSTRIA GERAL,2
SANTO AMARO,PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS,DIVERSOES PUBLICAS,2
SANTO AMARO,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,2
SANTO AMARO,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SERVICOS DE INFORMATICA,2
SANTO AMARO,"REPRES.COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SANTO AMARO,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",2
SANTO AMARO,SERVIÇO DE TÁXI,TRANSPORTE E COMUNICACAO,2
SANTO AMARO,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,TRANSPORTE E COMUNICACAO,2
SANTO AMARO,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXC TOMOGRAFIA",SAUDE,2
SANTO AMARO,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,2
SANTO AMARO,SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIAL,"INSTALACAO, COLOCACAO E MONTAGEM",2
SANTO AMARO,SERVIÇOS DE PRÉ-IMPRESSÃO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",2
SANTO AMARO,SERVIÇOS DE TOMOGRAFIA,SAUDE,2
SANTO AMARO,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",SERVICOS DE INFORMATICA,2
SANTO AMARO,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",TRANSPORTE E COMUNICACAO,2
SANTO AMARO,"TRANSPORTE RODOV COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",TRANSPORTE E COMUNICACAO,2
SANTO ANTONIO,ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",2
SANTO ANTONIO,BANCOS COMERCIAIS,INSTITUICOES FINANCEIRAS E SECURITARIAS,2
SANTO ANTONIO,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,2
SANTO ANTONIO,CARTÓRIOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",2
SANTO ANTONIO,COMÉRCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,COMERCIO ATACADISTA,2
SANTO ANTONIO,COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,COMERCIO ATACADISTA,2
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",COMERCIO ATACADISTA,2
SANTO ANTONIO,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS P/ USO PROF E DE SEGUR DO TRABALHO,COMERCIO ATACADISTA,2
SANTO ANTONIO,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,COMERCIO ATACADISTA,2
SANTO ANTONIO,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",OUTRAS ATIVIDADES VAREJISTAS,2
SANTO ANTONIO,COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,OUTRAS ATIVIDADES VAREJISTAS,2
SANTO ANTONIO,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,2
